Date,Open,High,Low,Close,Volume,Adj Close
2016-02-10,28.32,28.32,28.32,28.32,300,28.32
2016-02-09,28.360001,28.360001,28.360001,28.360001,1400,28.360001
2016-02-08,28.01,28.01,28.01,28.01,300,28.01
2016-02-05,28.374001,28.374001,28.374001,28.374001,000,28.374001
2016-02-04,28.290001,28.374001,28.290001,28.374001,800,28.374001
2016-02-03,28.43,28.43,28.43,28.43,100,28.43
2016-02-02,27.714001,27.714001,27.714001,27.714001,000,27.714001
2016-02-01,27.58,27.714001,27.58,27.714001,4100,27.714001
2016-01-29,27.74,27.74,27.719999,27.719999,1900,27.719999
2016-01-28,26.969999,26.969999,26.969999,26.969999,900,26.969999
2016-01-27,26.68,26.92,26.610001,26.73,2400,26.73
2016-01-26,26.709999,26.709999,26.709999,26.709999,300,26.709999
2016-01-25,26.66,26.66,26.540001,26.540001,700,26.540001
2016-01-22,26.33,26.576,26.33,26.576,5400,26.576
2016-01-21,26.27,26.299999,26.27,26.299999,700,26.299999
2016-01-20,26.738001,26.738001,26.738001,26.738001,000,26.738001
2016-01-19,26.719,26.738001,26.719,26.738001,1400,26.738001
2016-01-15,26.200001,26.32,26.200001,26.32,12800,26.32
2016-01-14,26.686001,26.686001,26.686001,26.686001,100,26.686001
2016-01-13,26.429001,26.48,26.429001,26.48,400,26.48
2016-01-12,26.399,26.399,26.256001,26.256001,700,26.256001
2016-01-11,26.48,26.48,26.318001,26.318001,1400,26.318001
2016-01-08,26.318001,26.318001,26.24,26.24,300,26.24
2016-01-07,26.280001,26.280001,26.280001,26.280001,100,26.280001
2016-01-06,26.459999,26.459999,26.459999,26.459999,100,26.459999
2016-01-05,26.105,26.49,26.105,26.49,51700,26.49
2016-01-04,26.17,26.219999,26.110001,26.110001,1200,26.110001
2015-12-31,26.60,26.60,26.40,26.40,700,26.40
2015-12-30,26.809999,26.809999,26.809999,26.809999,000,26.809999
2015-12-29,26.809999,26.809999,26.809999,26.809999,800,26.809999
2015-12-28,26.49,26.49,26.49,26.49,000,26.49
2015-12-24,26.43,26.49,26.43,26.49,1400,26.49
2015-12-23,26.15,26.518999,26.15,26.518999,400,26.518999
2015-12-22,25.700001,26.049999,25.700001,26.049999,101900,26.049999
2015-12-21,25.92,25.92,25.92,25.92,600,25.92
2015-12-18,26.49,26.49,26.49,26.49,000,26.329999
2015-12-17,26.459999,26.49,26.459999,26.49,800,26.329999
2015-12-16,26.290001,26.50,26.290001,26.50,5600,26.339939
2015-12-15,25.90,25.90,25.90,25.90,5000,25.743563
2015-12-14,25.469999,25.469999,25.469999,25.469999,000,25.31616
2015-12-11,25.49,25.49,25.469999,25.469999,10200,25.31616
2015-12-10,25.60,25.60,25.60,25.60,400,25.445375
2015-12-09,25.530001,25.530001,25.530001,25.530001,000,25.375799
2015-12-08,25.530001,25.530001,25.530001,25.530001,000,25.375799
2015-12-07,25.530001,25.530001,25.530001,25.530001,000,25.375799
2015-12-04,25.530001,25.530001,25.530001,25.530001,000,25.375799
2015-12-03,25.469999,25.530001,25.469999,25.530001,300,25.375799
2015-12-02,26.10,26.10,26.10,26.10,000,25.942355
2015-12-01,26.10,26.10,26.10,26.10,000,25.942355
2015-11-30,26.10,26.10,26.10,26.10,400,25.942355
2015-11-27,26.00,26.00,26.00,26.00,100,25.842959
2015-11-25,25.860001,25.879999,25.860001,25.870001,400,25.713745
2015-11-24,26.049999,26.049999,26.049999,26.049999,000,25.892656
2015-11-23,26.049999,26.049999,26.049999,26.049999,100,25.892656
2015-11-20,26.030001,26.030001,26.030001,26.030001,000,25.872779
2015-11-19,26.018999,26.030001,26.018999,26.030001,200,25.872779
2015-11-18,25.700001,25.700001,25.700001,25.700001,000,25.544772
2015-11-17,25.700001,25.700001,25.700001,25.700001,600,25.544772
2015-11-16,25.90,25.90,25.90,25.90,1000,25.743563
2015-11-13,25.93,25.93,25.93,25.93,000,25.773382
2015-11-12,25.93,25.93,25.93,25.93,000,25.773382
2015-11-11,25.93,25.93,25.93,25.93,200,25.773382
2015-11-10,25.794001,25.794001,25.67,25.794001,300,25.638204
2015-11-09,25.52,25.52,25.514999,25.52,300,25.365859
2015-11-06,25.50,25.50,25.50,25.50,500,25.345979
2015-11-05,26.450001,26.450001,26.450001,26.450001,200,26.290242
2015-11-04,26.48,26.48,26.48,26.48,200,26.320059
2015-11-03,26.379999,26.379999,26.23,26.290001,500,26.131208
2015-11-02,26.190001,26.370001,26.040001,26.367001,5400,26.207743
2015-10-30,26.23,26.23,26.200001,26.200001,5200,26.041752
2015-10-29,25.959999,26.129999,25.959999,26.129999,10400,25.972173
2015-10-28,26.950001,26.950001,26.16,26.309999,400,26.151086
2015-10-27,26.74,26.74,26.74,26.74,100,26.578489
2015-10-26,26.690001,26.690001,26.65,26.65,8600,26.489033
2015-10-23,26.77,26.77,26.700001,26.700001,5000,26.538732
2015-10-22,26.950001,27.059999,26.940001,27.030001,8100,26.866738
2015-10-21,26.99,26.99,26.959999,26.959999,10000,26.79716
2015-10-20,26.889999,26.889999,26.889999,26.889999,200,26.727583
2015-10-19,26.620001,26.83,26.620001,26.83,1600,26.667946
2015-10-16,26.90,26.90,26.690001,26.73,1500,26.568549
2015-10-15,26.42,26.700001,26.42,26.68,1700,26.518852
2015-10-14,26.370001,26.370001,26.35,26.35,1700,26.190845
2015-10-13,26.33,26.33,26.33,26.33,000,26.170966
2015-10-12,26.33,26.33,26.33,26.33,2000,26.170966
2015-10-09,26.09,26.09,26.08,26.08,200,25.922476
2015-10-08,25.879999,25.879999,25.879999,25.879999,000,25.723683
2015-10-07,25.879999,25.879999,25.879999,25.879999,500,25.723683
2015-10-06,25.940001,25.940001,25.93,25.93,500,25.773382
2015-10-05,25.610001,25.610001,25.610001,25.610001,000,25.455315
2015-10-02,25.610001,25.610001,25.610001,25.610001,600,25.455315
2015-10-01,25.389999,25.48,25.389999,25.48,1500,25.326099
2015-09-30,25.74,25.74,25.74,25.74,000,25.584529
2015-09-29,25.74,25.74,25.74,25.74,500,25.584529
2015-09-28,25.50,25.50,25.50,25.50,500,25.345979
2015-09-25,25.60,25.68,25.60,25.68,700,25.524892
2015-09-24,25.07,25.17,25.00,25.17,2800,25.017972
